\hline,0,&,278.00000000,&,243.00000000,&,5,&,3,&,0.70000000,&,0.20610322,&,0.28954413,&,0.32503422,\\
\hline,1,&,276.00000000,&,242.00000000,&,7,&,4,&,0.57142857,&,0.20064329,&,0.26651427,&,0.32616557,\\
\hline,2,&,68.00000000,&,73.00000000,&,4,&,4,&,0.50000000,&,0.04652549,&,0.00949761,&,0.00784610,\\
\hline,3,&,56.00000000,&,61.00000000,&,3,&,3,&,0.66666667,&,0.04112244,&,0.00172269,&,0.00160171,\\
\hline,4,&,18.00000000,&,23.00000000,&,4,&,4,&,0.16666667,&,0.02189031,&,0.00022831,&,0.00010720,\\
\hline,5,&,11.00000000,&,16.00000000,&,5,&,6,&,0.39285714,&,0.01597230,&,0.00003912,&,0.00008813,\\
\hline,6,&,8.00000000,&,13.00000000,&,2,&,5,&,0.26666667,&,0.01315753,&,0.00853256,&,0.00000172,\\
\hline,7,&,12.00000000,&,17.00000000,&,4,&,4,&,0.28571429,&,0.01646197,&,0.02028551,&,0.00236941,\\
\hline,8,&,6.00000000,&,11.00000000,&,3,&,6,&,0.60000000,&,0.01165426,&,0.00000040,&,0.00000015,\\
\hline,9,&,22.00000000,&,25.00000000,&,5,&,4,&,0.70000000,&,0.02177178,&,0.02862648,&,0.02295241,\\
\hline,10,&,6.00000000,&,11.00000000,&,4,&,5,&,0.66666667,&,0.01154019,&,0.00000073,&,0.00000023,\\
\hline,11,&,3.00000000,&,8.00000000,&,2,&,4,&,0.50000000,&,0.00895251,&,0.00000002,&,0.00000014,\\
\hline,12,&,8.00000000,&,13.00000000,&,5,&,5,&,0.60000000,&,0.01349367,&,0.00000146,&,0.00000021,\\
\hline,13,&,219.00000000,&,190.00000000,&,7,&,6,&,0.53571429,&,0.15965801,&,0.22932395,&,0.24666754,\\
\hline,14,&,114.00000000,&,114.00000000,&,8,&,5,&,0.39285714,&,0.08054827,&,0.10909153,&,0.06178849,\\
\hline,15,&,32.00000000,&,37.00000000,&,4,&,3,&,0.50000000,&,0.02501367,&,0.00433991,&,0.00408144,\\
\hline,16,&,0.00000000,&,0.00000000,&,999,&,999,&,999,&,999,&,999,&,999,\\
\hline,17,&,2.00000000,&,7.00000000,&,1,&,1,&,0.00000000,&,0.00786798,&,0.00000309,&,0.00000236,\\
\hline,18,&,26.00000000,&,31.00000000,&,6,&,4,&,0.31111111,&,0.02922012,&,0.02010944,&,0.00000209,\\
\hline,19,&,6.00000000,&,11.00000000,&,4,&,6,&,0.60000000,&,0.01157293,&,0.00000075,&,0.00000003,\\
\hline,20,&,9.00000000,&,14.00000000,&,5,&,4,&,0.61904762,&,0.01422676,&,0.00000008,&,0.00000024,\\
\hline,21,&,4.00000000,&,9.00000000,&,4,&,2,&,0.46666667,&,0.00958177,&,0.01206515,&,0.00128787,\\
\hline,22,&,4.00000000,&,9.00000000,&,2,&,2,&,0.00000000,&,0.00965652,&,0.00000353,&,0.00000236,\\
\hline,23,&,8.00000000,&,13.00000000,&,4,&,5,&,0.28571429,&,0.01343367,&,0.00004441,&,0.00000014,\\
\hline,24,&,4.00000000,&,9.00000000,&,3,&,6,&,0.46666667,&,0.00993132,&,0.00002486,&,0.00000023,\\
